#x	y	zynx	ny	nz	label
5.97088	-1.38062	-0.486541	0.202915	0.877909	0.433706	0
5.81853	-1.35663	-0.49189	0.202192	0.877337	0.435198	0
5.82194	-1.35153	-0.486349	0.202193	0.877346	0.43518	0
5.86978	-1.36139	-0.487428	0.202175	0.877337	0.435206	0
5.92369	-1.36092	-0.488171	0.202898	0.877914	0.433705	0
5.97435	-1.36762	-0.491171	0.202897	0.877906	0.433722	0
5.67879	-1.32782	-0.485977	0.202218	0.876875	0.436117	0
5.7243	-1.33668	-0.4888	0.202556	0.877105	0.435498	0
5.77277	-1.34031	-0.491842	0.202579	0.877111	0.435475	0
5.54571	-1.29749	-0.485815	0.222086	0.877304	0.425459	0
5.58943	-1.30312	-0.49139	0.217795	0.877483	0.427305	0
5.6341	-1.30887	-0.493462	0.208555	0.876965	0.43294	0
5.68248	-1.31118	-0.494591	0.202562	0.876625	0.43646	0
5.46351	-1.27041	-0.484491	0.221289	0.878044	0.424346	0
5.5051	-1.28409	-0.483237	0.220609	0.880592	0.419391	0
5.30151	-1.23379	-0.485745	0.213459	0.84745	0.48607	0
5.34301	-1.23709	-0.48658	0.218377	0.855406	0.469672	0
5.38316	-1.24123	-0.491139	0.221977	0.862071	0.455587	0
5.42289	-1.25706	-0.485803	0.218924	0.873016	0.435793	0
5.22855	-1.20539	-0.484631	0.174262	0.846108	0.503719	0
5.2658	-1.2116	-0.488964	0.199091	0.844332	0.49746	0
5.30457	-1.22234	-0.489824	0.213477	0.847426	0.486104	0
5.34666	-1.21949	-0.496619	0.222333	0.849323	0.478768	0
5.38574	-1.22805	-0.499212	0.222112	0.862125	0.45542	0
4.85928	-1.17057	-0.4845	0.0895932	0.9089	0.407277	0
4.92864	-1.17554	-0.485887	0.0774801	0.894796	0.439701	0
4.9636	-1.18119	-0.487352	0.0711225	0.881088	0.467573	0
5.00031	-1.18202	-0.484903	0.0758509	0.867099	0.492327	0
5.03777	-1.18095	-0.490155	0.0813143	0.862938	0.498725	0
5.04134	-1.17105	-0.490367	0.0813654	0.8604	0.503081	0
5.07421	-1.18695	-0.489815	0.108479	0.858382	0.501411	0
5.11392	-1.18458	-0.488694	0.128898	0.85013	0.510553	0
5.15528	-1.18111	-0.487103	0.143327	0.846136	0.513333	0
5.19357	-1.1857	-0.489861	0.159801	0.844409	0.511309	0
5.23229	-1.18624	-0.496363	0.175113	0.844146	0.506707	0
5.27035	-1.19455	-0.495034	0.199238	0.843507	0.498798	0
4.79751	-1.14508	-0.48679	0.193431	0.817041	0.543165	0
4.82933	-1.1525	-0.489311	0.0989978	0.912074	0.397896	0
4.83143	-1.14936	-0.485902	0.0983249	0.912897	0.396171	0
4.86408	-1.15318	-0.490123	0.0861553	0.907743	0.410585	0
4.89847	-1.15527	-0.490388	0.0889667	0.904962	0.416087	0
4.93519	-1.15619	-0.487823	0.0671163	0.888943	0.453074	0
4.97194	-1.15433	-0.492699	0.0627727	0.870352	0.488412	0
5.00587	-1.15914	-0.495005	0.0744918	0.862899	0.499857	0
5.01093	-1.14511	-0.495305	0.0788383	0.859046	0.50579	0
5.04424	-1.1602	-0.494231	0.0870358	0.860591	0.501805	0
5.08013	-1.16823	-0.493143	0.108473	0.855757	0.505879	0
5.12274	-1.15636	-0.494159	0.128982	0.850125	0.51054	0
5.15765	-1.16587	-0.498576	0.142517	0.843101	0.518526	0
5.16417	-1.1478	-0.498963	0.142591	0.843087	0.518529	0
5.19918	-1.16722	-0.494001	0.159714	0.844409	0.511336	0
4.83697	-1.12859	-0.493298	0.0964614	0.912122	0.398408	0
4.90297	-1.13975	-0.494638	0.0824933	0.904575	0.418257	0
4.94087	-1.13333	-0.497446	0.0634315	0.884801	0.461631	0
4.97911	-1.13444	-0.493125	0.0658686	0.869507	0.489509	0
5.12938	-1.1365	-0.496428	0.131679	0.849863	0.510288	0
5.13326	-1.12574	-0.496658	0.13182	0.849836	0.510297	0
4.5495	-1.033	-0.48107	0.0845123	0.443308	0.892376	0
4.58235	-1.02301	-0.486931	0.110028	0.420509	0.900592	0
4.52648	-1.01104	-0.48583	0.116716	0.337229	0.934159	0
4.53213	-0.99538	-0.486165	0.136738	0.285829	0.948475	0
4.58631	-1.01153	-0.48783	0.107495	0.394838	0.91244	0
4.60224	-0.999776	-0.490332	0.129126	0.365151	0.92195	0
4.62941	-1.00079	-0.496056	0.155504	0.357037	0.921055	0
4.45752	-0.963244	-0.480085	-0.151993	-0.10526	-0.982761	0
4.50956	-0.97727	-0.484273	-0.15157	-0.194293	-0.969163	0
4.53757	-0.981954	-0.484305	0.146386	0.245502	0.95828	0
4.56749	-0.975548	-0.492026	-0.15241	-0.205621	-0.966691	0
4.59932	-0.968341	-0.497894	0.104421	0.253365	0.961718	0
4.62695	-0.979424	-0.494782	0.137118	0.319592	0.937582	0
4.46416	-0.944815	-0.480479	-0.147389	-0.0829707	-0.985592	0
4.51854	-0.952372	-0.484806	-0.149838	-0.103312	-0.983298	0
4.54998	-0.943715	-0.490032	-0.150932	-0.101123	-0.983358	0
4.60733	-0.946115	-0.49837	0.126087	0.169241	0.977476	0
4.4697	-0.929456	-0.480808	-0.145244	-0.0793708	-0.986207	0
4.48196	-0.919712	-0.483843	-0.149332	-0.0786672	-0.985653	0
4.50459	-0.90831	-0.486109	-0.146414	-0.0761221	-0.98629	0
4.55667	-0.924303	-0.491552	-0.148771	-0.0777212	-0.985813	0
4.56241	-0.909355	-0.490583	-0.146723	-0.0751552	-0.986318	0
4.61028	-0.91702	-0.498375	-0.137351	-0.0643968	-0.988427	0
4.6222	-0.904837	-0.499253	-0.125294	-0.0524259	-0.990733	0
4.51255	-0.886226	-0.486582	-0.142936	-0.0734348	-0.987004	0
4.54495	-0.874115	-0.49288	-0.145258	-0.0729633	-0.9867	0
4.59849	-0.887016	-0.497163	-0.12894	-0.0571574	-0.990004	0
4.62564	-0.895312	-0.499457	0.115426	0.04693	0.992207	0
4.45434	-0.853092	-0.48221	-0.129927	-0.0645088	-0.989423	0
4.49546	-0.855515	-0.485549	-0.134229	-0.0648917	-0.988823	0
4.50069	-0.84345	-0.48265	-0.131707	-0.0648489	-0.989165	0
4.55168	-0.855442	-0.49328	-0.129679	-0.0598602	-0.989747	0
4.60531	-0.868094	-0.497568	0.101679	0.0361363	0.994161	0
4.44861	-0.827759	-0.484725	-0.123704	-0.0658162	-0.990134	0
4.50542	-0.82787	-0.486141	-0.129378	-0.0607677	-0.989732	0
4.53581	-0.816409	-0.494886	0.11211	0.0459231	0.992634	0
4.43625	-0.787282	-0.483514	0.118906	0.0710713	0.990359	0
4.45625	-0.806537	-0.48518	-0.125248	-0.0666975	-0.989881	0
4.48823	-0.794617	-0.488809	-0.121985	-0.0594762	-0.990748	0
4.51962	-0.781131	-0.496614	0.0986952	0.0388771	0.994358	0
4.54138	-0.800951	-0.495217	0.101297	0.0399638	0.994053	0
4.42164	-0.76174	-0.484849	0.109599	0.0758209	0.99108	0
4.45147	-0.768366	-0.486689	0.112029	0.068443	0.991345	0
4.47245	-0.759672	-0.488676	0.100042	0.0541815	0.993507	0
4.52516	-0.765773	-0.496943	0.0831959	0.0355223	0.9959	0
4.3489	-0.729301	-0.48203	0.0801464	0.0948051	0.992264	0
4.35208	-0.720492	-0.482219	0.0804119	0.0921138	0.992496	0
4.40101	-0.730974	-0.486441	0.0962012	0.0811689	0.992047	0
4.42406	-0.744022	-0.48536	0.101514	0.0745101	0.99204	0
4.45297	-0.734484	-0.492902	0.0924649	0.0580456	0.994023	0
4.47732	-0.745683	-0.489599	0.086363	0.0503807	0.994989	0
4.50854	-0.734233	-0.49533	0.0741102	0.0343101	0.99666	0
4.20809	-0.698729	-0.482278	0.0380528	0.0721592	0.996667	0
4.25759	-0.700244	-0.480456	0.0530843	0.0824614	0.995179	0
4.33481	-0.699562	-0.480841	0.0743243	0.0870066	0.993431	0
4.35525	-0.711681	-0.482407	0.0766717	0.0859723	0.993343	0
4.39069	-0.704093	-0.486958	0.0877066	0.0694487	0.993723	0
4.41307	-0.700201	-0.483606	0.0860324	0.0637822	0.994249	0
4.45737	-0.701848	-0.491788	0.073395	0.0407501	0.99647	0
4.51843	-0.706768	-0.495918	0.0466614	0.0192736	0.998725	0
4.12184	-0.674043	-0.480514	0.049463	0.0330398	0.998229	0
4.21625	-0.676082	-0.482763	0.0455982	0.0641994	0.996895	0
4.26482	-0.680187	-0.480885	0.0533933	0.0740425	0.995825	0
4.30691	-0.666398	-0.484267	0.0657945	0.0632805	0.995825	0
4.33884	-0.673116	-0.482151	0.0682438	0.0681158	0.995341	0
4.37065	-0.664271	-0.48946	0.0669053	0.0599968	0.995954	0
4.39394	-0.673684	-0.488351	0.0751131	0.0552831	0.995641	0
4.4473	-0.674741	-0.492997	0.0602455	0.0339024	0.997608	0
4.4705	-0.687432	-0.491845	0.0592667	0.0330352	0.997695	0
4.64792	-0.669095	-0.499591	0.0349484	-0.00521665	0.999375	0
4.22543	-0.650605	-0.483309	0.0567613	0.0444395	0.997398	0
4.23155	-0.63362	-0.483672	0.0616565	0.0318878	0.997588	0
4.28163	-0.631269	-0.484878	0.0646362	0.0400075	0.997107	0
4.3029	-0.643171	-0.483759	0.06235	0.0483279	0.996884	0
4.32855	-0.641474	-0.484811	0.0683915	0.0467631	0.996562	0
4.36825	-0.642469	-0.490382	0.0587174	0.0410638	0.99743	0
4.39685	-0.644089	-0.488349	0.0587491	0.0314196	0.997778	0
4.43376	-0.635368	-0.494603	0.0515834	0.0117904	0.998599	0
4.45809	-0.644807	-0.493638	0.0451499	0.00998432	0.99893	0
4.54263	-0.63963	-0.497355	0.0266657	-0.00247124	0.999641	0
4.60235	-0.634228	-0.495609	0.0302677	-0.00764061	0.999513	0
